elof_vals	prophi_vals	logprob	prob
1.25	3332	-83.151622498573	7.72163355627884e-37
1.5	3332	-65.3557893447842	4.13372257980808e-29
1.75	3332	-50.1556269751293	1.65077532376762e-22
2	3332	-39.0834366294904	1.06237816967671e-17
2.25	3332	-29.7857212360664	1.15937952857694e-13
2.5	3332	-23.3814740010347	7.00736698379709e-11
2.75	3332	-19.3517484924798	3.94132651061079e-09
3	3332	-17.2262703657356	3.30161049501246e-08
3.25	3332	-17.0258507378548	4.0342887098563e-08
3.5	3332	-18.5171769543278	9.08013338622898e-09
3.75	3332	-21.954378322487	2.9196758722169e-10
4	3332	-27.4655064809403	1.18000023188265e-12
4.25	3332	-33.5970589810119	2.5643817435061e-15
4.5	3332	-41.2503796162913	1.21671190156243e-18
4.75	3332	-50.2010540406948	1.577463228495e-22
5	3332	-60.4652558044202	5.49886499512197e-27
5.25	3332	-71.2246452180264	1.16823336679764e-31
5.5	3332	-85.0889817322033	1.11256338484457e-37
5.75	3332	-97.9374440029674	2.92623026530072e-43
6	3332	-111.170868042486	5.23727599154229e-49
6.25	3332	-128.607267023277	1.40143706392647e-56
6.5	3332	-143.956096587224	3.02455590185394e-63
6.75	3332	-160.828439240474	1.42264422333513e-70
7	3332	-177.701466342934	6.68703723017453e-78
7.25	3332	-197.647025021614	1.45541775444995e-86
7.5	3332	-215.721648657178	2.05720874176754e-94
7.75	3332	-235.880202056108	3.61851066357175e-103
8	3332	-258.446435150455	5.72979846308983e-113
8.25	3332	-279.299622693823	5.0317037852068e-122
8.5	3332	-301.906959677432	7.64668788427235e-132
8.75	3332	-325.127735061487	6.29243516014981e-142
9	3332	-348.664280296201	3.7759569183919e-152
9.25	3332	-372.731402101231	1.3329345814415e-162
9.5	3332	-396.698495812045	5.20034659330765e-173
9.75	3332	-421.73093819314	6.99166634560612e-184
10	3332	-449.412041385286	6.6501329140727e-196
10.25	3332	-476.073451296525	1.75358620881653e-207
10.5	3332	-504.716296502458	6.37525414563703e-220
10.75	3332	-530.434162842997	4.31886932911373e-231
11	3332	-559.049910598894	1.61327616845804e-243
11.25	3332	-586.054198050557	3.01922647032442e-255
11.5	3332	-617.885473554148	4.52635265267886e-269
11.75	3332	-650.847954195496	2.18939909825343e-283
12	3332	-679.428529549299	8.47107972509736e-296
12.25	3332	-712.949222555095	2.34469721242278e-310
12.5	3332	-746.351899545987	0
12.75	3332	-769.138745778398	0
13	3332	-808.755980537747	0
13.25	3332	-834.328378742549	0
13.5	3332	-871.007218698778	0
13.75	3332	-908.997389025041	0
14	3332	-944.320142460367	0
14.25	3332	-978.198363069358	0
14.5	3332	-1016.26745159397	0
14.75	3332	-1045.48838974833	0
15	3332	-1084.42956974707	0
15.25	3332	-1123.84540287058	0
15.5	3332	-1159.97784312459	0
15.75	3332	-1211.42032920078	0
16	3332	-1243.28409708153	0
16.25	3332	-1287.3104859809	0
16.5	3332	-1331.02552252288	0
16.75	3332	-1364.08411621567	0
17	3332	-1404.90740759452	0
17.25	3332	-1446.77751591068	0
17.5	3332	-1493.06079042516	0
17.75	3332	-1533.13027065708	0
18	3332	-1577.7223502519	0
18.25	3332	-1618.58228316974	0
18.5	3332	-1670.44749460326	0
18.75	3332	-1711.89529182548	0
19	3332	-1753.78403671513	0
19.25	3332	-1808.91353745572	0
19.5	3332	-1849.3490701061	0
19.75	3332	-1892.02109291153	0
20	3332	-1941.7717730758	0
20.25	3332	-1990.65844813591	0
20.5	3332	-2045.79993953608	0
20.75	3332	-2080.18428016136	0
21	3332	-2135.32827215602	0
21.25	3332	-2180.24904880443	0
21.5	3332	-2228.66773473593	0
21.75	3332	-2283.62680747842	0
22	3332	-2336.41999900462	0
22.25	3332	-2379.34386532607	0
22.5	3332	-2429.24747246454	0
22.75	3332	-2474.14544212551	0
23	3332	-2534.53555475225	0
23.25	3332	-2581.5367668387	0
23.5	3332	-2632.76262612835	0
23.75	3332	-2700.15121110376	0
24	3332	-2746.90157525092	0
24.25	3332	-2795.87378779852	0
24.5	3332	-2844.26568176343	0
24.75	3332	-2905.45384340886	0
25	3332	-2965.8657938773	0
0	3381	-103.867225193756	7.78103283072051e-46
0.25	3381	-102.966402204789	1.91540096122098e-45
0.5	3381	-103.947874456162	7.1781365903048e-46
0.75	3381	-104.069861883981	6.35379577236335e-46
1	3381	-104.392785201602	4.60033476627469e-46
1.25	3381	-81.6458241128831	3.48072022960416e-36
1.5	3381	-64.4575735030778	1.014919298794e-28
1.75	3381	-50.1130196428198	1.72263036225749e-22
2	3381	-38.2622727418423	2.41493854374597e-17
2.25	3381	-29.1149016957631	2.26756033932323e-13
2.5	3381	-22.7164138374723	1.3626578478366e-10
2.75	3381	-18.8011003315837	6.83574529613289e-09
3	3381	-17.099818895295	3.74664903062336e-08
3.25	3381	-17.2437432919543	3.24442277182282e-08
3.5	3381	-18.955901881694	5.85539790879739e-09
3.75	3381	-22.8949901324302	1.13980910600291e-10
4	3381	-28.1828261506531	5.7590933526776e-13
4.25	3381	-34.8038438626359	7.67154190081725e-16
4.5	3381	-42.9767315577294	2.16492389661471e-19
4.75	3381	-52.5360401359469	1.52717099796357e-23
5	3381	-63.1539016381816	3.73773930833023e-28
5.25	3381	-74.6586810912988	3.76831132799984e-33
5.5	3381	-88.4800158106569	3.7464278629184e-39
5.75	3381	-101.872855487947	5.71716867973287e-45
6	3381	-117.395488463795	1.03702006578566e-51
6.25	3381	-133.972309090378	6.55489039512234e-59
6.5	3381	-149.917563538724	7.79164962145424e-66
6.75	3381	-167.949088711958	1.14984031545506e-73
7	3381	-186.933868564571	6.54112429301247e-82
7.25	3381	-205.693296888023	4.66161279421682e-90
7.5	3381	-225.085814283384	1.76389570208088e-98
7.75	3381	-247.053395909105	5.08245358545688e-108
8	3381	-268.448858582302	2.59502797784181e-117
8.25	3381	-290.47192496934	7.07368698327988e-127
8.5	3381	-314.318772474293	3.11237240287938e-137
8.75	3381	-338.08082585901	1.49060609306233e-147
9	3381	-359.735318708953	5.87402971273929e-157
9.25	3381	-386.845858691586	9.88503526761465e-169
9.5	3381	-414.303342049356	1.17583048017167e-180
9.75	3381	-437.273093719743	1.24367903319558e-190
10	3381	-466.643511183743	2.18422853734253e-203
10.25	3381	-494.170969731575	2.42256104137834e-215
10.5	3381	-522.382536491681	1.35564806665517e-227
10.75	3381	-551.860052855275	2.13906638103572e-240
11	3381	-579.398226720523	2.3471849440978e-252
11.25	3381	-609.265270804446	2.50873549406762e-265
11.5	3381	-639.969209773769	1.16119085605933e-278
11.75	3381	-672.35319276375	1.00165575977006e-292
12	3381	-701.133989918885	3.17232083397303e-305
12.25	3381	-732.453546034606	7.93355792122498e-319
12.5	3381	-765.027644011486	0
12.75	3381	-802.543526467737	0
13	3381	-827.946588138092	0
13.25	3381	-871.910588622719	0
13.5	3381	-906.294072596115	0
13.75	3381	-937.784891530112	0
14	3381	-974.045873792208	0
14.25	3381	-1011.18445992021	0
14.5	3381	-1048.35007851521	0
14.75	3381	-1083.5749290948	0
15	3381	-1125.26390561588	0
15.25	3381	-1157.95522285551	0
15.5	3381	-1201.03413698265	0
15.75	3381	-1241.54477771513	0
16	3381	-1284.04226039153	0
16.25	3381	-1324.4902321705	0
16.5	3381	-1368.64121306271	0
16.75	3381	-1407.02785317428	0
17	3381	-1449.08695406071	0
17.25	3381	-1489.06422113099	0
17.5	3381	-1535.65741544352	0
17.75	3381	-1576.46363591731	0
18	3381	-1616.23734265489	0
18.25	3381	-1670.68075070781	0
18.5	3381	-1714.70575487309	0
18.75	3381	-1759.26274773093	0
19	3381	-1806.0797287653	0
19.25	3381	-1854.30371083609	0
19.5	3381	-1900.75058437305	0
19.75	3381	-1943.852814252	0
20	3381	-1984.61633823842	0
20.25	3381	-2043.38409047088	0
20.5	3381	-2097.82336209921	0
20.75	3381	-2139.70112039929	0
21	3381	-2184.83204540357	0
21.25	3381	-2233.42589362066	0
21.5	3381	-2289.9525751924	0
21.75	3381	-2345.62608817307	0
22	3381	-2402.45859880309	0
22.25	3381	-2443.77721891496	0
22.5	3381	-2491.61396373166	0
22.75	3381	-2553.46731410468	0
23	3381	-2598.26239274509	0
23.25	3381	-2653.6872715775	0
23.5	3381	-2715.22464138737	0
23.75	3381	-2762.1295139385	0
24	3381	-2806.94333827371	0
24.25	3381	-2876.16676355875	0
24.5	3381	-2928.99519904539	0
24.75	3381	-2974.23483475692	0
25	3381	-3042.04888434084	0
0	3430	-104.426542470572	4.44763194414447e-46
0.25	3430	-104.051252706636	6.47314170540179e-46
0.5	3430	-103.604884884924	1.01151003633726e-45
0.75	3430	-104.65241426907	3.54841139390109e-46
1	3430	-105.044697544626	2.39699707002464e-46
1.25	3430	-81.1645561544349	5.63223978466007e-36
1.5	3430	-64.3485836439894	1.13178831322666e-28
1.75	3430	-49.1312581085785	4.59796556547504e-22
2	3430	-37.7225313813736	4.14297943598031e-17
2.25	3430	-28.3116918703021	5.06277290743154e-13
2.5	3430	-22.3998593736384	1.87009934720345e-10
2.75	3430	-18.6344474120602	8.0753678712829e-09
3	3430	-16.9512432755423	4.34678924691462e-08
3.25	3430	-17.4796747676037	2.56255799485926e-08
3.5	3430	-19.6023665195382	3.06761171978717e-09
3.75	3430	-23.4889992405885	6.29299293800672e-11
4	3430	-29.3442851017199	1.80276411628723e-13
4.25	3430	-36.0927469672696	2.1140689876831e-16
4.5	3430	-45.3399551333737	2.03754718980911e-20
4.75	3430	-55.2711233778439	9.90959963086157e-25
5	3430	-66.1594820222958	1.85055514884435e-29
5.25	3430	-78.1845516888202	1.1088699935724e-34
5.5	3430	-92.4294236355363	7.2179081226554e-41
5.75	3430	-106.663268818039	4.75040820705398e-47
6	3430	-122.849677432037	4.43672987143675e-54
6.25	3430	-138.101292638116	1.05528718328186e-60
6.5	3430	-156.691112537146	8.91075415614279e-69
6.75	3430	-176.318336948382	2.66636257506831e-77
7	3430	-195.460001398278	1.29658191574166e-85
7.25	3430	-214.339495635819	8.19482703344812e-94
7.5	3430	-234.987591586631	8.83457492289723e-103
7.75	3430	-258.253824574372	6.94686816278412e-113
8	3430	-278.472447255875	1.1506753103358e-121
8.25	3430	-302.480651026463	4.30846308946909e-132
8.5	3430	-327.797624917434	4.35813137036744e-143
8.75	3430	-350.68605520129	5.00013057353105e-153
9	3430	-377.118479197394	1.65777452221983e-164
9.25	3430	-400.222643117749	1.53290260137171e-174
9.5	3430	-426.484275598783	6.0288223798512e-186
9.75	3430	-454.662520776684	3.4879969657571e-198
10	3430	-482.610195420105	2.54129580055827e-210
10.25	3430	-506.185780258352	1.4665903258403e-220
10.5	3430	-536.943252874261	6.43440186428719e-234
10.75	3430	-570.848107669977	1.21287720523055e-248
11	3430	-598.763791841067	9.12408326561256e-261
11.25	3430	-627.089080514753	4.55693328755571e-273
11.5	3430	-662.238920004449	2.4733828235594e-288
11.75	3430	-692.334397623277	2.10373717012611e-301
12	3430	-722.375091704524	1.89009576202274e-314
12.25	3430	-759.031910108115	0
12.5	3430	-791.9071424262	0
12.75	3430	-824.690557129844	0
13	3430	-864.502598185293	0
13.25	3430	-897.213194435777	0
13.5	3430	-928.627273406466	0
13.75	3430	-973.536840677381	0
14	3430	-1006.59829972202	0
14.25	3430	-1045.42048402049	0
14.5	3430	-1084.55914867936	0
14.75	3430	-1113.82984685163	0
15	3430	-1159.83604149363	0
15.25	3430	-1203.53697391899	0
15.5	3430	-1237.10384080668	0
15.75	3430	-1281.31763414735	0
16	3430	-1322.85868463942	0
16.25	3430	-1357.55017782856	0
16.5	3430	-1414.84713999386	0
16.75	3430	-1451.80782796558	0
17	3430	-1495.74469978412	0
17.25	3430	-1542.48078311024	0
17.5	3430	-1585.5124406451	0
17.75	3430	-1622.41545906809	0
18	3430	-1673.85602166994	0
18.25	3430	-1711.68507432643	0
18.5	3430	-1756.22320184826	0
18.75	3430	-1812.45898187386	0
19	3430	-1852.66963947941	0
19.25	3430	-1908.63232839795	0
19.5	3430	-1958.03359036486	0
19.75	3430	-2000.03121304375	0
20	3430	-2047.96373135041	0
20.25	3430	-2096.74548857405	0
20.5	3430	-2144.84345991947	0
20.75	3430	-2203.93569379549	0
21	3430	-2258.74929274496	0
21.25	3430	-2310.96903734827	0
21.5	3430	-2360.61745078818	0
21.75	3430	-2407.55749757998	0
22	3430	-2468.83476617218	0
22.25	3430	-2508.15930069303	0
22.5	3430	-2560.07045826081	0
22.75	3430	-2620.35814051097	0
23	3430	-2667.41082661419	0
23.25	3430	-2720.73215115781	0
23.5	3430	-2779.3514552676	0
23.75	3430	-2827.50358963177	0
24	3430	-2893.02211518221	0
24.25	3430	-2937.74438644881	0
24.5	3430	-2986.51943430979	0
24.75	3430	-3064.42659909983	0
25	3430	-3114.05812271216	0
0	3479	-103.858155358153	7.85192653042865e-46
0.25	3479	-105.162173018003	2.13131947492429e-46
0.5	3479	-103.361519826197	1.29021562882774e-45
0.75	3479	-104.714673074541	3.33422811627221e-46
1	3479	-104.034506482631	6.58245512531832e-46
1.25	3479	-82.7240211789874	1.18417007289999e-36
1.5	3479	-64.1227829506714	1.4184995430943e-28
1.75	3479	-47.8124347530438	1.71918819512789e-21
2	3479	-36.8589339508831	9.82581032337232e-17
2.25	3479	-27.9432426688579	7.318193735401e-13
2.5	3479	-22.2397593437031	2.19480144864457e-10
2.75	3479	-18.5238753727138	9.01951410711390e-09
3	3479	-16.9245212966907	4.4645099169448e-08
3.25	3479	-17.5072389851518	2.49288770349729e-08
3.5	3479	-20.2141350679178	1.6638443011964e-09
3.75	3479	-24.4728864558449	2.35266697370049e-11
4	3479	-30.730360420522	4.5078976029217e-14
4.25	3479	-38.9038079814483	1.27142535696584e-17
4.5	3479	-47.2224912336907	3.10122042401703e-21
4.75	3479	-57.6210381271529	9.45150786009917e-26
5	3479	-68.7206673713795	1.42887213807776e-30
5.25	3479	-81.987421047972	2.47352015447675e-36
5.5	3479	-96.5415276971063	1.18180887383171e-42
5.75	3479	-111.463700309049	3.9077792569101e-49
6	3479	-128.568764471729	1.45644820562588e-56
6.25	3479	-145.717507430415	5.19625680511538e-64
6.5	3479	-163.314412279121	1.18427328333541e-71
6.75	3479	-183.177037781548	2.8004207058282e-80
7	3479	-202.775210184069	8.62670903609669e-89
7.25	3479	-220.899063572269	1.16079527853809e-96
7.5	3479	-243.639907422951	1.54359241127358e-106
7.75	3479	-267.900174018971	4.49192734004659e-117
8	3479	-291.432072003281	2.7080662165884e-127
8.25	3479	-313.201502241788	9.5129639854855e-137
8.5	3479	-339.256247547705	4.60133378815877e-148
8.75	3479	-362.138227229277	5.31332312689849e-158
9	3479	-388.196046750366	2.56211724531983e-169
9.25	3479	-416.026338906129	2.09921386741491e-181
9.5	3479	-443.496134082379	2.46647218736058e-193
9.75	3479	-468.83197639705	2.44827225497977e-204
10	3479	-499.491537435479	1.1846267478213e-217
10.25	3479	-525.843572350185	4.2563583422477e-229
10.5	3479	-558.030037309136	4.47336216648374e-243
10.75	3479	-587.072869925361	1.09016470259102e-255
11	3479	-619.011624929026	1.46780059481685e-269
11.25	3479	-647.620360801357	5.52142192907708e-282
11.5	3479	-683.963906206108	9.08342665304226e-298
11.75	3479	-715.311578741045	2.20865819621117e-311
12	3479	-748.045895025376	0
12.25	3479	-781.837697309626	0
12.5	3479	-819.898457561528	0
12.75	3479	-854.143764920367	0
13	3479	-888.943189620446	0
13.25	3479	-923.858485613678	0
13.5	3479	-958.997617813267	0
13.75	3479	-1000.74415959172	0
14	3479	-1037.3670350519	0
14.25	3479	-1075.56155682221	0
14.5	3479	-1109.01250893681	0
14.75	3479	-1152.72961405123	0
15	3479	-1194.36061687106	0
15.25	3479	-1230.72423284471	0
15.5	3479	-1273.42572938493	0
15.75	3479	-1315.07102589723	0
16	3479	-1358.38705148238	0
16.25	3479	-1403.29695448864	0
16.5	3479	-1444.9545877309	0
16.75	3479	-1490.34165109984	0
17	3479	-1537.43942360112	0
17.25	3479	-1580.97775588031	0
17.5	3479	-1625.70896621299	0
17.75	3479	-1669.14813663696	0
18	3479	-1715.7635704483	0
18.25	3479	-1764.06167156336	0
18.5	3479	-1815.6841806	0
18.75	3479	-1860.99225381104	0
19	3479	-1908.89325244988	0
19.25	3479	-1960.79548323801	0
19.5	3479	-2004.91926365142	0
19.75	3479	-2059.50514179769	0
20	3479	-2109.94169193306	0
20.25	3479	-2154.32072768093	0
20.5	3479	-2202.55984369022	0
20.75	3479	-2260.00806214255	0
21	3479	-2317.51966820563	0
21.25	3479	-2361.83261600344	0
21.5	3479	-2421.91577579918	0
21.75	3479	-2467.7024508505	0
22	3479	-2532.32135649782	0
22.25	3479	-2578.9610133685	0
22.5	3479	-2630.30872741494	0
22.75	3479	-2687.19756432079	0
23	3479	-2729.71606035563	0
23.25	3479	-2796.86881124687	0
23.5	3479	-2844.78165634708	0
23.75	3479	-2905.98448784042	0
24	3479	-2961.42344561999	0
24.25	3479	-3006.90489843538	0
24.5	3479	-3079.90342831746	0
24.75	3479	-3140.80259802319	0
25	3479	-3186.95844774261	0
0	3528	-104.371927490987	4.69729488548022e-46
0.25	3528	-103.983847646948	6.92450542519209e-46
0.5	3528	-103.704478740356	9.15623929775059e-46
0.75	3528	-104.15804183406	5.81751063132744e-46
1	3528	-103.945814987149	7.19293497335555e-46
1.25	3528	-81.3772968493782	4.55290958767302e-36
1.5	3528	-63.1935039277573	3.59260898770272e-28
1.75	3528	-47.7021837523849	1.91957383504767e-21
2	3528	-36.8383544972141	1.00301151622203e-16
2.25	3528	-27.3897734154769	1.2728362783847e-12
2.5	3528	-21.545341979517	4.39518204153339e-10
2.75	3528	-18.1478240942833	1.31371191028905e-08
3	3528	-16.9723921971257	4.25582463422774e-08
3.25	3528	-17.8110903417207	1.83967771655178e-08
3.5	3528	-20.8166276570134	9.10863871839526e-10
3.75	3528	-25.6921533530128	6.95087647346842e-12
4	3528	-31.6952886637459	1.71755649475341e-14
4.25	3528	-39.8801416645833	4.78932752108716e-18
4.5	3528	-49.5615092573318	2.99026732134168e-22
4.75	3528	-60.3247007681011	6.3287120177168e-27
5	3528	-72.7632360355317	2.50800330430987e-32
5.25	3528	-85.349394080054	8.57490105079673e-38
5.5	3528	-100.58608676116	2.07022506946714e-44
5.75	3528	-115.305629853618	8.38303389608085e-51
6	3528	-133.862942976791	7.31244367421778e-59
6.25	3528	-152.330275959655	6.97913700547486e-67
6.5	3528	-170.256823800189	1.14393386545547e-74
6.75	3528	-189.585897452797	4.61201689517817e-83
7	3528	-211.123331977098	2.04315785342411e-92
7.25	3528	-231.893441973946	1.94965496998858e-101
7.5	3528	-254.242836850202	3.83476621524099e-111
7.75	3528	-277.46566965187	3.1491311846894e-121
8	3528	-299.767252417087	6.49735236287823e-131
8.25	3528	-325.685907268802	3.60087163270824e-142
8.5	3528	-350.046891942422	9.47472082037752e-153
8.75	3528	-376.806124679152	2.26557949041872e-164
9	3528	-402.310303053319	1.90044528765819e-175
9.25	3528	-430.916298217261	7.16852034362226e-188
9.5	3528	-454.729245041978	3.26285758370358e-198
9.75	3528	-483.912518646141	6.90976739827195e-211
10	3528	-519.68869738914	2.00477859357027e-226
10.25	3528	-548.128123199987	8.93265823773004e-239
10.5	3528	-575.63373006831	1.01262217582602e-250
10.75	3528	-603.577906999897	7.40364508166905e-263
11	3528	-639.738796571046	1.46207883312324e-278
11.25	3528	-671.36487765301	2.69115239431803e-292
11.5	3528	-705.963046932417	2.53597103950282e-307
11.75	3528	-738.68661010671	1.55630678439993e-321
12	3528	-774.702506845251	0
12.25	3528	-808.191367699123	0
12.5	3528	-844.640820165331	0
12.75	3528	-876.067333649947	0
13	3528	-915.715787290207	0
13.25	3528	-955.077217846025	0
13.5	3528	-987.325179575835	0
13.75	3528	-1025.57437583217	0
14	3528	-1068.41121689025	0
14.25	3528	-1110.08286448276	0
14.5	3528	-1149.35438867439	0
14.75	3528	-1189.27742323996	0
15	3528	-1226.46867967456	0
15.25	3528	-1276.72425746262	0
15.5	3528	-1310.30398107732	0
15.75	3528	-1355.73724674804	0
16	3528	-1400.43859783438	0
16.25	3528	-1440.04866437431	0
16.5	3528	-1486.42495720956	0
16.75	3528	-1532.10592199765	0
17	3528	-1569.15100640972	0
17.25	3528	-1618.82731458914	0
17.5	3528	-1663.99492816353	0
17.75	3528	-1712.09005355372	0
18	3528	-1765.05791244327	0
18.25	3528	-1817.88617648821	0
18.5	3528	-1872.96842360412	0
18.75	3528	-1912.90614144241	0
19	3528	-1959.28370341279	0
19.25	3528	-2016.58020202205	0
19.5	3528	-2057.37256278216	0
19.75	3528	-2116.2305781082	0
20	3528	-2168.25802002425	0
20.25	3528	-2209.91976218655	0
20.5	3528	-2271.71759386683	0
20.75	3528	-2321.35092941556	0
21	3528	-2367.59026566228	0
21.25	3528	-2423.77392697079	0
21.5	3528	-2486.67693407395	0
21.75	3528	-2526.03238154015	0
22	3528	-2593.35152142096	0
22.25	3528	-2645.57486754869	0
22.5	3528	-2692.74799729102	0
22.75	3528	-2761.36301522898	0
23	3528	-2822.06150023755	0
23.25	3528	-2866.16774457929	0
23.5	3528	-2922.72579415836	0
23.75	3528	-2980.85120443235	0
24	3528	-3033.7496562713	0
24.25	3528	-3101.20758389621	0
24.5	3528	-3161.33578347614	0
24.75	3528	-3225.00028077671	0
25	3528	-3280.67885313605	0
0	3577	-104.466307802089	4.27424071307575e-46
0.25	3577	-104.29937718845	5.05075172818882e-46
0.5	3577	-103.62416335244	9.92196439404607e-46
0.75	3577	-104.79850200415	3.06611802219631e-46
1	3577	-104.282108015254	5.13873151719437e-46
1.25	3577	-82.1664228472453	2.06812107231714e-36
1.5	3577	-63.0788783498551	4.02894378685326e-28
1.75	3577	-47.1195190639694	3.43758052751861e-21
2	3577	-34.6366444561777	9.06768533753255e-16
2.25	3577	-27.1277147807173	1.65418151762002e-12
2.5	3577	-21.4154033638693	5.00505081754446e-10
2.75	3577	-17.9089504572692	1.66817512041347e-08
3	3577	-16.9820321564551	4.2149957683252e-08
3.25	3577	-18.3040464558587	1.12370840099461e-08
3.5	3577	-21.4649999170357	4.76287278714176e-10
3.75	3577	-26.5154429620301	3.05133180868948e-12
4	3577	-33.7397087629862	2.22346687222217e-15
4.25	3577	-41.8474037765821	6.69735712957081e-19
4.5	3577	-52.0290911520349	2.53543694435743e-23
4.75	3577	-62.7000801054837	5.88438656566922e-28
5	3577	-76.5470702762984	5.70203361343862e-34
5.25	3577	-89.3966473529618	1.49806050351088e-39
5.5	3577	-104.724894546089	3.30032098405342e-46
5.75	3577	-121.762316111652	1.31612763730409e-53
6	3577	-137.435947993678	2.05270325604433e-60
6.25	3577	-157.839146312699	2.82702551429459e-69
6.5	3577	-175.809899120268	4.43333906880108e-77
6.75	3577	-196.093534792732	6.88113221649145e-86
7	3577	-220.910913098495	1.14712157787483e-96
7.25	3577	-241.564131457073	1.2303556910584e-105
7.5	3577	-263.326499775422	4.35265463067725e-115
7.75	3577	-284.959578372164	1.75237701241301e-124
8	3577	-312.089630337177	2.89198266458324e-136
8.25	3577	-337.435024674038	2.84335301851232e-147
8.5	3577	-362.531711622987	3.58490892788969e-158
8.75	3577	-391.263364320664	1.19255908333165e-170
9	3577	-417.025850003484	7.72635275548834e-182
9.25	3577	-443.685049055228	2.04188600420376e-193
9.5	3577	-478.62315968484	1.36962866810433e-208
9.75	3577	-500.447895303818	4.55240183215116e-218
10	3577	-533.696459881027	1.65414075641059e-232
10.25	3577	-562.621968240567	4.53297992345576e-245
10.5	3577	-596.63981444002	7.63169323247347e-260
10.75	3577	-625.79904090334	1.65550217373107e-272
11	3577	-659.349849176352	4.44630099281515e-287
11.25	3577	-695.918544066077	5.84004855558981e-303
11.5	3577	-723.810801856299	4.49741342364355e-315
11.75	3577	-758.841926930517	0
12	3577	-796.322477267775	0
12.25	3577	-828.44998079415	0
12.5	3577	-868.564660637379	0
12.75	3577	-912.271361958095	0
13	3577	-939.798693429666	0
13.25	3577	-981.427902325982	0
13.5	3577	-1024.85120937282	0
13.75	3577	-1055.33119440944	0
14	3577	-1096.73690659354	0
14.25	3577	-1134.01089729818	0
14.5	3577	-1182.42679550189	0
14.75	3577	-1220.95865560759	0
15	3577	-1267.43026284752	0
15.25	3577	-1305.75922244585	0
15.5	3577	-1351.61875780646	0
15.75	3577	-1393.89558641358	0
16	3577	-1442.87458098009	0
16.25	3577	-1487.92291439424	0
16.5	3577	-1524.54155080769	0
16.75	3577	-1576.62676210502	0
17	3577	-1627.58703192135	0
17.25	3577	-1673.80881513729	0
17.5	3577	-1720.90989513578	0
17.75	3577	-1777.34221549693	0
18	3577	-1805.49906684944	0
18.25	3577	-1861.96439237182	0
18.5	3577	-1923.6416471683	0
18.75	3577	-1970.37118623962	0
19	3577	-2022.28727400473	0
19.25	3577	-2064.59746476616	0
19.5	3577	-2121.75873573358	0
19.75	3577	-2180.94977356913	0
20	3577	-2213.86240724682	0
20.25	3577	-2270.30493150111	0
20.5	3577	-2330.23884217028	0
20.75	3577	-2384.50163553507	0
21	3577	-2437.73506774228	0
21.25	3577	-2484.10506931187	0
21.5	3577	-2555.18945384258	0
21.75	3577	-2602.37236514036	0
22	3577	-2654.16702070499	0
22.25	3577	-2711.65957800488	0
22.5	3577	-2767.32131250557	0
22.75	3577	-2827.39594242033	0
23	3577	-2876.03505649143	0
23.25	3577	-2941.2732243974	0
23.5	3577	-2991.49160274009	0
23.75	3577	-3056.12871620531	0
24	3577	-3127.23097183802	0
24.25	3577	-3181.07541793722	0
24.5	3577	-3228.54520210751	0
24.75	3577	-3284.76561114724	0
25	3577	-3353.04290092504	0
0	3626	-103.062269436464	1.74030389150644e-45
0.25	3626	-104.206708350339	5.5411714273509e-46
0.5	3626	-104.320583459695	4.94477180813356e-46
0.75	3626	-103.37711909515	1.27024537387207e-45
1	3626	-104.354605128056	4.77937196439657e-46
1.25	3626	-79.6673759261668	2.51708712109887e-35
1.5	3626	-60.9477180228976	3.39423867830567e-27
1.75	3626	-47.0657153577884	3.62760116988419e-21
2	3626	-35.1251182545126	5.56358805296785e-16
2.25	3626	-26.6264036157137	2.73086251870275e-12
2.5	3626	-21.0904649140305	6.92671736248095e-10
2.75	3626	-17.7998044208908	1.8605577773423e-08
3	3626	-17.0764178977794	3.83535824927356e-08
3.25	3626	-18.5949626698434	8.40060029597983e-09
3.5	3626	-22.1293494396995	2.45101320037399e-10
3.75	3626	-27.76229282018	8.76979462968859e-13
4	3626	-35.0438522557872	6.03459794701599e-16
4.25	3626	-43.7973834839678	9.52879603915047e-20
4.5	3626	-54.3492752892429	2.49120602999822e-24
4.75	3626	-66.0585606203788	2.0470650337509e-29
5	3626	-79.1860298532643	4.07327930683909e-35
5.25	3626	-93.9218505541974	1.62277599281236e-41
5.5	3626	-109.590109787794	2.5446030769161e-48
5.75	3626	-125.878370353259	2.14643808022982e-55
6	3626	-144.793491938275	1.30913801962514e-63
6.25	3626	-163.075776138379	1.50345450590913e-71
6.5	3626	-183.922696768436	1.32857995800527e-80
6.75	3626	-205.007777190574	9.25238336012686e-90
7	3626	-224.827283818986	2.28429009244366e-98
7.25	3626	-248.725030316046	9.55194520658253e-109
7.5	3626	-274.460475773071	6.35813684932123e-120
7.75	3626	-295.548486828487	4.41492200392651e-129
8	3626	-321.95778118368	1.49800142368674e-140
8.25	3626	-348.768157439314	3.40340600300888e-152
8.5	3626	-374.022688195059	3.66446358453085e-163
8.75	3626	-403.08000643516	8.80192046023644e-176
9	3626	-431.709164514738	3.24408379973309e-188
9.25	3626	-458.035126925282	1.1963874770584e-199
9.5	3626	-489.599237336917	2.34289529669094e-213
9.75	3626	-516.986325788701	2.99013977846014e-225
10	3626	-551.101618047699	4.56676131960474e-240
10.25	3626	-581.928313005547	1.86958320677531e-253
10.5	3626	-615.472345095251	5.05541439899493e-268
